,Population under 18,population between 18 and 34,population between 35 to 64,population 65 and over,Population white,population black,Population asian,population hispanic,population other race,family households,nonfamily households,population education high school or less,population education bachelors,population education masters,population education phd,owner  occupied units,renter occupied units,transportation car,number of cars,transportation public,tranportation motorcycle,household income less than 40,household income from 40 to 75,household income 75 and above,house value less than 100,house value for 100 to 500,house value 500 or more,rent less than 1000,rent bewteen 1000 and 2000,rent 2000 or more,Transportation Other means,population between 18 and 34_n,population between 35 to 64_n,population 65 and over_n,Population white_n,population black_n,Population asian_n,population hispanic_n,population other _n,family households_n,nonfamily households_n,population education high school and less_n,population education bachelors_n,population education masters_n,population education phd_n,household income less than 10_n,owner  occupied units_n,renter occupied units_n,transportation car_n,transportation public_n,tranportation motorcycle_n,household income less than 10_n,household income form 10 to 40_n,household income form 40 to 75_n,household income 75 and above_n,house value less than 100_n,house value for 100 to 500_n,house value 500 or more_n,rent less than 1000_n,rent bewteen 1000 and 2000_n,rent 2000 or more_n,Transportation Other means_n,Intercept
Taxi Complaint,-0.021225868703377049,0.025700177405020473,-0.0089394598407951612,0.019782523788927437,,,,,,-0.016199150122976229,0.029475405930665596,-0.014489789884769733,0.022750717950959558,0.012151885065287762,-0.04970142256850054,,,-0.0060666276256522824,,-0.0031526840003615769,0.65851798957696417,0.033813148697747097,-0.077302917994083203,0.036323946921372474,,,,0.0038802968192612258,-0.0055560760156354123,0.049323047888520571,0.053817475260924702,0.061307522317274613,-0.036760112221429796,-0.007456224114030123,-0.00083540061447833847,-0.012791567683873873,-0.01351895559113305,0.013831692272946479,0.10112105975717087,-0.0072865714381732411,0.014644302131416076,-0.01163626026412134,0.20070973285626029,-0.46960593956333513,0.80845685279452939,0.07527524583459995,-0.017098809127049079,0.014159519221879835,-0.036427320400504823,0.052208270455007338,0.08974435521779528,0.07527524583459995,-0.030667642730312999,0.0066956738145997827,0.0015460068064516884,0.092702968422202894,-0.017339191126985086,0.0080914249485634533,0.022574661292001412,-0.013456682737071551,0.011787144511080714,0.0013112859097491672,29.4620137828
Taxi Report,,,,,,,,,,-0.00050067834527347545,0.00084675019419529164,,,,,,,,,,,0.00097662297451039937,-0.0023677599478362267,0.0010732385634386436,,,,3.8640878358448356e-05,-0.00018585899678557257,0.0014788258100351648,,0.0020300414840105753,-0.0021119404577805297,0.0025145118329180866,5.5189058363572577e-05,-0.00050714719693487249,-0.00049775395713429443,0.00031435118411632108,0.0041176994538623477,-0.00027839478857003496,0.00054770707366185801,-0.00044606880988686697,0.0049709816779753254,-0.011381435438287478,0.021205255793711568,0.0010907688214285222,-0.0003967748867297792,0.00036629695761374276,-0.00085573415858661403,0.0010901986319270356,-0.017752642319092439,0.0010907688214285222,-0.00032940464177804221,-0.00028073440773912191,0.0001723897512742698,0.0018226645806863494,-0.00045509428796905525,0.00032007705254868284,0.0002107015529233282,-0.00020024787085472738,0.00048102910530395404,0.0013612618741363804,0.590942526319
Traffic,,,,,,,,,,-0.0013556818723732653,0.0035815437023818948,,,,,,,0.00030577584289374356,,-0.00038309433722014894,0.11087762260341483,,,,,,,,,,0.007407864515437507,,,,,,,,,,,,,,,,-0.0024009441336119057,0.0018557877429870762,,,,,,,,,,,,,,,11.1845400632
UNSANITARY CONDITION,0.027163978008737641,0.019407270389742232,0.0010550960055267606,-0.027189043605260359,0.0038767451224387996,0.014629326978853266,-0.0016747088618671645,0.015367896457884216,-0.0095462010323739428,0.035194553742496866,0.0010849012017369888,0.043955718758022455,-0.0030158957121179599,-0.024337411093110294,0.1546656001002889,-0.029039306470689176,0.029773566444645946,-0.023048999579429023,,0.036560454322270529,-3.2468673583058232,0.077546437372367161,0.021167531882737217,-0.017416719672783118,,,,0.045713576671546415,0.041281540638793295,-0.025061186582454091,-0.044717545226847413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.7779431712
Unsanitary Animal Pvt Property,0.00030597360811657843,-0.00043865672246417176,0.00081993949224537922,-0.0008093009860395433,0.00013713664130350709,0.00025617249839540544,-8.8840112077650136e-05,0.00012849788199950009,0.00093212304182942207,0.000926364588866128,-0.00019294499625313138,0.0010307825647812301,-0.00055020282675063352,0.0012374396602958808,-0.00073085437597281383,,,0.00069458198341497055,,0.00047849996277563104,-0.021610604724154475,,,,,,,,,,-0.00073206900253017758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.85989253002
Unsanitary Pigeon Condition,-0.00011123262012144536,0.00014694276540959807,3.7630344088536666e-06,0.0004731547927300874,,,,,,,,,,,,0.0003355231111253806,0.00017532150436718277,,,,,-2.6081910836707201e-05,0.0005166342770622518,0.00023564012121963303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.528905549263
Urinating in Public,-0.00013395853085742477,0.00024033538860260555,1.8206020804264244e-05,1.5270988924383851e-05,,,,,,1.765977749515087e-05,0.00024097535871241049,6.7925592323668993e-05,0.00020527445963152002,-0.00010027673542161738,0.00066301320693972236,4.0368194358515031e-05,0.00017410121310173219,-8.3420101960409785e-05,,0.00011061140853470639,0.0030560914337461652,0.00040756647230813964,-0.00032137872504036372,0.00023096871933933348,,,,0.00014550865802824239,0.00012136153053194922,0.00032730504585578202,0.00025284264798805441,,,,,,,,,,,,,,,,,,-0.00074488563260084468,0.0013702311151932199,-0.0036813456306674479,,,,,,,,,,,-0.00076364486639691532,0.75266437922
Vending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00089586705271810783,-0.0024391677756091376,0.0028098407583286625,0.0046267038029042546,-0.012629795915343574,,,0.0010240901760975537,0.013882538460567546,-0.043041095279547463,0.11707687038363283,,,,,,,,,,,,,,,,,,5.57533469664
WATER LEAK,0.013797511456152753,0.009605717442728064,0.00024297933579993554,-0.014062638934991399,0.0017975926877850143,0.0075706921903884554,-0.00077994349119107768,0.0074582135387048065,-0.008175378590213226,,,,,,,-0.015553830180595134,0.014666651970888366,-0.012508772552694957,,0.018542365210128559,-1.8845357336135276,0.038316197914316119,0.011665628809720378,-0.0097647206050587264,,,,0.022883489809561616,0.020729899550135641,-0.014079280480087769,-0.023287460679546165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.52579336987
Water Conservation,,,,,,,,,,,,,,,,,,0.0026857458023508232,,-6.2001946551850794e-06,0.035907008851246147,,,,-0.0040463248003367019,0.0044142546428906004,6.0518657030461388e-05,,,,-0.00032529405514486237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.2872352737
Water Quality,-0.00013457200343544365,0.00026173800437422567,-0.00010601937820752845,0.00089327780411822073,0.00021854681655670327,9.2708940657564124e-05,3.2644713390272827e-05,4.3777982197921626e-05,0.00013772132735805759,0.00023705703179674692,0.00037984302007864181,0.00023494224279886402,0.00017083975374046064,0.00054509169720295069,0.00044960142671587687,0.00055531920058118456,0.00025288159405324718,0.00043244097903892022,,0.00016489642218797543,0.023830429166698003,2.691273353588186e-05,0.00057013197618245939,0.00041389348955057545,-0.00046062278066435645,0.00034952025194861131,0.00092633722800693631,-3.1433086603301985e-06,0.00040801045534868524,0.00053848877806345129,0.00040314916057803784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.70706111277
Water System,-0.002776305817243219,0.00045145671577694188,0.016173247061929474,-0.018870941033623821,0.0041506877523277853,0.00263651841431924,-1.8986487636431693e-05,0.0045686735418171455,0.010691342422064872,0.013233270720397778,0.0034688231988450518,0.011917148915560841,0.0088089365786837397,0.01140092755835162,-0.052046406903909992,0.012599367157745938,0.0066215013082650993,0.015021320887652657,,0.0059291680438913795,-0.43629657253822351,0.0080098885326875587,0.01594530657616304,0.005441096347533648,,,,,,,0.011991109931799967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.671944408
